Keyword,Currency,Avg. monthly searches,Thay ??i trong ba tháng,Thay ??i so v?i cùng k? n?m tr??c,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025
n??c hoa tom ford n? h?ng,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
n??c hoa tom ford n? lost cherry,VND,20,-33%,-60%,Cao,98,146,1678,,,,,,40,70,20,10,10,10,20,20,20,30,10,20
n??c hoa tom ford n? tr?ng,VND,20,100%,33%,Cao,100,103,1247,,,,,,10,10,20,10,10,10,10,20,20,20,20,40
n??c hoa tom ford n? ??,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
n??c hoa tom ford orchid soleil,VND,10,0%,0%,Cao,86,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa tom ford soleil blanc 100ml,VND,10,0%,0%,Cao,68,,,,,,,,10,10,0,10,0,10,10,10,10,10,10,10
n??c hoa tom ford velvet orchid,VND,40,-20%,-56%,Cao,83,256,1710,,,,,,50,50,30,30,20,20,20,40,30,50,50,40
n??c hoa tom ford white suede,VND,50,0%,-29%,Cao,95,535,2551,,,,,,50,50,70,40,40,50,110,50,30,50,50,50
n??c hoa tom tailor n?,VND,40,0%,-57%,Cao,95,,,,,,,,70,70,50,10,30,20,30,40,30,30,30,30
n??c hoa tomford n?,VND,590,-18%,-33%,Cao,100,210,2091,,,,,,590,880,720,480,480,390,590,480,590,720,590,590
n??c hoa tommy bahama n?,VND,40,-50%,0%,Cao,96,,,,,,,,30,30,140,40,40,50,40,20,50,40,30,20
n??c hoa tommy hilfiger,VND,140,0%,0%,Cao,100,179,1520,,,,,,140,110,170,140,140,110,110,110,110,170,140,170
n??c hoa tommy hilfiger cologne spray 30ml,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,10,10,0
n??c hoa tommy hilfiger n?,VND,30,0%,-25%,Cao,97,,,,,,,,30,40,20,40,10,20,40,20,20,30,70,30
n??c hoa tommy nam 100ml giá bao nhi?u,VND,30,-25%,-57%,Cao,100,,,,,,,,50,40,40,20,30,20,20,30,30,40,20,30
n??c hoa tommy n?,VND,90,0%,22%,Cao,99,395,2435,,,,,,90,110,140,110,90,70,90,90,90,110,90,110
n??c hoa tous,VND,20,100%,100%,Cao,100,,,,,,,,30,20,20,10,20,10,20,30,10,20,10,40
n??c hoa toy 2,VND,20,0%,-50%,Cao,90,,,,,,,,20,20,30,10,20,20,10,20,20,20,20,20
n??c hoa toàn thân n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa tresor lancome 100ml,VND,20,-75%,0%,Cao,100,406,3502,,,,,,10,50,30,20,30,40,10,10,10,40,10,10
n??c hoa tresor midnight rose,VND,40,25%,0%,Cao,99,1620,4101,,,,,,20,40,50,20,30,20,50,30,30,40,50,50
n??c hoa true love,VND,90,40%,-50%,Cao,97,,,,,,,,320,140,70,70,70,50,50,50,50,50,50,70
n??c hoa trussardi donna,VND,20,0%,100%,Cao,99,399,2680,,,,,,30,30,30,10,20,20,20,20,10,20,20,20
n??c hoa trussardi n?,VND,50,-43%,-20%,Cao,100,237,1884,,,,,,40,50,50,40,30,50,70,50,40,70,70,40
n??c hoa trussardi uomo,VND,10,100%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,20
n??c hoa trust,VND,50,-20%,-56%,Cao,100,,,,,,,,50,50,40,50,40,50,70,40,40,50,40,40
n??c hoa tr? em zara,VND,20,0%,0%,Cao,99,,,,,,,,10,20,10,20,30,20,10,20,20,20,20,20
n??c hoa tuberose,VND,20,50%,50%,Cao,97,,,,,,,,30,10,30,10,10,20,20,10,20,20,20,30
n??c hoa twilly d hermes 30ml,VND,20,0%,-80%,Cao,100,,,,,,,,20,30,70,30,10,20,10,10,20,10,30,10
n??c hoa twilly d hermes 50ml,VND,90,27%,56%,Cao,100,433,2680,,,,,,90,140,90,70,70,70,90,50,70,110,110,140
n??c hoa twilly d hermes 7 5ml,VND,10,0%,-50%,Cao,100,,,,,,,,10,30,10,10,10,20,10,10,10,10,10,10
n??c hoa twilly d hermes 85ml,VND,40,100%,-64%,Cao,100,368,2257,,,,,,90,70,70,40,20,30,20,40,30,20,30,40
n??c hoa twilly d hermes eau poivree,VND,30,50%,50%,Cao,99,,,,,,,,70,40,10,20,40,10,20,20,40,20,10,30
n??c hoa tình yêu n?,VND,20,0%,200%,Cao,100,3289,4790,,,,,,10,10,50,20,10,10,20,10,20,30,20,30
n??c hoa tóc n?,VND,10,0%,-50%,Cao,100,104,4985,,,,,,20,20,10,20,10,10,10,10,10,10,10,10
n??c hoa túi xách charme,VND,10,0%,-50%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa túi xách marc jacob,VND,40,50%,-57%,Cao,100,,,,,,,,50,70,40,30,40,50,30,40,40,20,30,30
n??c hoa t??i le labo,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa t??i mát,VND,20,-50%,-50%,Cao,90,,,,,,,,30,20,20,20,10,20,10,20,20,20,20,10
n??c hoa t??i mát cho n?,VND,10,0%,0%,Cao,100,168,2031,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa t?m trung cho n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,10
n??c hoa unisex cho n?,VND,30,-71%,0%,Cao,100,,,,,,,,10,10,40,30,40,10,10,10,20,70,30,20
n??c hoa unisex mùa hè,VND,20,-67%,0%,Cao,100,,,,,,,,10,10,10,20,10,50,40,20,10,30,10,10
n??c hoa uy tín hà n?i,VND,20,-33%,-33%,Cao,99,1744,6120,,,,,,20,20,20,20,20,30,20,20,20,30,30,20
n??c hoa valentina,VND,50,40%,-59%,Cao,96,117,2680,,,,,,140,70,70,70,40,40,40,30,50,50,30,70
n??c hoa valentina blush,VND,10,0%,0%,Cao,100,,,,,,,,10,10,0,10,10,10,10,10,10,10,0,10
n??c hoa valentino donna,VND,110,21%,21%,Cao,99,205,1679,,,,,,90,110,140,110,90,90,70,90,140,140,170,170
n??c hoa valentino donna born in roma,VND,40,25%,0%,Cao,100,298,2406,,,,,,50,50,50,20,30,30,30,20,30,40,50,50
n??c hoa valentino mini,VND,1600,-94%,-50%,Cao,100,,,,,,,,50,30,1600,1300,10,390,2400,9900,3600,170,10,10
n??c hoa valentino n?,VND,170,24%,-46%,Cao,100,248,1551,,,,,,260,260,170,110,90,110,170,210,170,210,170,260
n??c hoa valentino n? 50ml,VND,10,?,?,Cao,100,,,,,,,,10,0,0,0,10,10,0,10,10,0,10,10
n??c hoa valentino n? 80ml,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,20,10,10,0,0,0,0,10,10,10,0
n??c hoa valentino n? mini,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa valentino pink,VND,20,0%,-71%,Cao,100,,,,,,,,10,30,10,10,10,10,10,10,10,20,50,20
n??c hoa valentino poudre,VND,10,0%,0%,Cao,100,,,,,,,,20,50,10,10,10,10,10,0,10,10,10,10
n??c hoa valentino valentina,VND,20,-60%,0%,Cao,100,,,,,,,,10,10,10,10,30,10,30,20,10,50,90,20
n??c hoa vanitas,VND,50,-44%,0%,Cao,100,1289,2197,,,,,,50,50,50,50,40,20,30,50,40,90,50,50
n??c hoa vanitas charme,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa varensia,VND,10,200%,200%,Th?p,25,,,,,,,,30,10,10,10,10,10,20,10,10,10,10,30
n??c hoa vascara h?ng,VND,40,0%,0%,Cao,100,410,2571,,,,,,30,30,30,20,50,10,90,30,30,40,40,40
n??c hoa vascara n?,VND,30,133%,40%,Cao,100,688,2790,,,,,,40,30,20,40,10,20,30,40,20,30,20,70
n??c hoa vera wang princess 100ml,VND,50,0%,-29%,Cao,100,,,,,,,,30,70,70,40,40,20,40,30,30,50,70,50
n??c hoa versace 100ml,VND,70,-29%,-29%,Cao,100,334,1785,,,,,,90,50,70,70,70,70,40,70,50,70,50,50
n??c hoa versace 5ml chính hãng,VND,20,0%,0%,Cao,100,285,2195,,,,,,20,10,20,10,30,10,10,10,10,30,20,30
n??c hoa versace 90ml,VND,20,-33%,-50%,Cao,100,245,2106,,,,,,30,30,20,10,20,10,20,20,10,30,20,20
n??c hoa versace absolu,VND,30,0%,33%,Cao,90,513,1950,,,,,,20,40,50,20,30,20,20,30,30,40,30,40
n??c hoa versace bright crystal 30ml,VND,10,0%,0%,Cao,97,,,,,,,,10,40,10,20,10,10,10,10,10,10,20,10
n??c hoa versace bright crystal 50ml,VND,20,-50%,-50%,Cao,100,1906,4349,,,,,,50,30,20,10,20,20,40,20,10,20,10,10
n??c hoa versace bright crystal 5ml,VND,10,0%,0%,Cao,80,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa versace bright crystal eau de toilette,VND,50,-29%,150%,Cao,100,972,3114,,,,,,10,20,20,30,30,110,110,70,50,70,70,50
n??c hoa versace cho n?,VND,90,-21%,-21%,Cao,99,540,2651,,,,,,110,110,70,70,70,70,70,50,70,140,110,110
n??c hoa versace crystal,VND,30,100%,33%,Cao,95,624,2791,,,,,,50,50,30,20,30,30,10,20,20,20,30,40
n??c hoa versace crystal noir,VND,50,40%,0%,Cao,100,1026,3628,,,,,,70,70,70,20,40,50,50,40,30,50,70,70
n??c hoa versace c?a n??c nào,VND,30,-25%,-25%,Cao,86,,,,,,,,40,20,30,30,30,20,30,20,20,40,30,30
n??c hoa versace diamond,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa versace dylan blue n?,VND,90,0%,-36%,Cao,99,604,2412,,,,,,90,140,140,90,50,70,90,90,70,70,70,70
n??c hoa versace dylan blue n? 100ml,VND,10,100%,100%,Cao,100,,,,,,,,20,20,10,10,10,10,10,10,10,10,20,20
n??c hoa versace eau fraiche,VND,20,0%,0%,Cao,100,,,,,,,,30,20,30,20,10,30,20,20,20,20,20,20
n??c hoa versace eros 100ml,VND,70,0%,325%,Cao,100,541,2073,,,,,,50,70,20,30,20,40,30,50,70,170,170,170
n??c hoa versace eros 5ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa versace eros flame n?,VND,10,0%,?,Cao,100,,,,,,,,0,10,10,0,10,0,10,0,10,10,0,10
n??c hoa versace eros n?,VND,50,33%,-56%,Cao,100,582,3621,,,,,,70,90,70,90,40,30,40,30,40,30,70,40
n??c hoa versace eros pour femme,VND,40,50%,-79%,Cao,100,,,,,,,,90,90,40,20,40,30,30,40,30,20,30,30
n??c hoa versace h?ng 30ml,VND,30,-50%,-50%,Cao,100,703,2092,,,,,,50,40,30,20,10,30,20,30,30,40,30,20
n??c hoa versace h?ng nh?t,VND,170,-18%,-33%,Cao,100,672,2313,,,,,,170,210,110,140,140,110,110,170,170,170,170,140
n??c hoa versace màu h?ng,VND,30,0%,33%,Cao,96,,,,,,,,30,30,40,30,20,30,30,30,30,40,30,40
n??c hoa versace màu xanh,VND,30,100%,33%,Cao,99,582,2901,,,,,,20,30,20,40,10,10,20,30,30,20,40,40
n??c hoa versace nam 30ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa versace nam mini,VND,10,0%,-50%,Cao,100,,,,,,,,10,30,10,10,20,10,10,10,10,10,10,10
n??c hoa versace nam ??,VND,20,0%,-50%,Cao,99,581,2854,,,,,,30,20,20,10,20,20,30,40,20,20,20,20
n??c hoa versace nu,VND,1900,-16%,-45%,Cao,100,647,2756,,,,,,1900,2400,2400,1900,1900,1600,1600,1600,1600,1900,1600,1600
n??c hoa versace n? 100ml,VND,30,0%,-60%,Cao,100,,,,,,,,40,40,20,20,30,20,30,30,20,20,20,20
n??c hoa versace n? 30ml,VND,20,0%,0%,Cao,100,469,2093,,,,,,20,20,30,10,10,30,10,20,10,20,30,20
n??c hoa versace n? 50ml,VND,10,-50%,-50%,Cao,100,,,,,,,,20,10,30,10,10,10,20,10,10,20,10,10
n??c hoa versace n? 5ml,VND,10,0%,-50%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa versace n? 90ml,VND,10,-50%,-50%,Cao,100,791,2092,,,,,,10,10,20,10,10,10,20,10,10,20,20,10
n??c hoa versace n? chính hãng,VND,70,75%,-22%,Cao,100,1090,3561,,,,,,50,90,110,70,70,70,50,50,70,40,40,70
n??c hoa versace n? giá bao nhi?u,VND,10,0%,0%,Cao,90,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa versace n? h?ng,VND,30,33%,33%,Cao,100,970,2210,,,,,,30,50,40,10,10,20,20,10,20,30,30,40
n??c hoa versace n? mini,VND,10,100%,0%,Cao,100,2051,4891,,,,,,10,20,10,10,20,10,10,10,10,10,20,20
n??c hoa versace n? màu h?ng,VND,30,-33%,-60%,Cao,88,,,,,,,,50,50,50,30,20,20,30,30,30,30,30,20
n??c hoa versace n? màu xanh,VND,20,0%,-50%,Cao,100,,,,,,,,20,30,20,10,10,30,10,10,10,10,10,10
n??c hoa versace oud noir,VND,10,100%,0%,Cao,100,,,,,,,,10,10,10,10,10,20,10,10,10,10,20,20
n??c hoa versace pour femme dylan turquoise,VND,10,0%,0%,Cao,83,,,,,,,,20,20,10,10,10,10,10,10,10,10,10,10
n??c hoa versace pour homme 5ml,VND,10,0%,0%,Cao,100,,,,,,,,30,10,10,10,10,10,10,10,10,10,10,10
n??c hoa versace pour homme n?,VND,20,0%,-50%,Cao,100,,,,,,,,30,30,30,20,10,10,10,10,10,10,20,10
n??c hoa versace tester,VND,20,0%,0%,Cao,100,,,,,,,,10,30,20,20,20,10,10,10,10,20,20,20
n??c hoa versace the dreamer,VND,20,100%,0%,Cao,100,1296,2645,,,,,,40,30,30,10,30,20,10,20,10,10,30,20
n??c hoa versace versense,VND,10,0%,-50%,Cao,71,,,,,,,,30,20,20,10,10,10,20,10,20,10,10,10
n??c hoa versace vàng 90ml,VND,10,0%,-50%,Cao,100,,,,,,,,10,20,10,10,30,10,10,10,10,10,10,10
n??c hoa versace woman,VND,10,100%,0%,Cao,90,,,,,,,,20,10,20,10,20,10,10,10,10,10,10,20
n??c hoa versace woman 50ml,VND,10,0%,0%,Cao,100,,,,,,,,20,10,30,10,10,10,10,10,10,10,10,10
n??c hoa versace xanh n?,VND,90,29%,-36%,Cao,100,471,2146,,,,,,90,140,110,110,110,50,70,70,70,70,90,90
n??c hoa versace yellow diamond,VND,50,-29%,-55%,Cao,99,475,1936,,,,,,40,50,70,20,40,70,50,70,50,70,70,50
n??c hoa versace yellow diamond 90ml,VND,10,200%,0%,Cao,96,,,,,,,,20,20,10,30,20,10,10,10,10,10,10,30
n??c hoa versace ?ó n?,VND,0,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
n??c hoa versace ??,VND,320,0%,0%,Cao,100,468,2425,,,,,,480,480,390,260,320,210,320,260,320,390,390,390
n??c hoa versace ?? nam,VND,20,200%,50%,Cao,100,525,2372,,,,,,30,20,20,20,10,30,20,20,20,10,20,30
n??c hoa versace ?? n?,VND,40,25%,0%,Cao,99,,,,,,,,40,70,70,30,20,10,20,30,30,40,30,50
n??c hoa very irresistible givenchy,VND,10,0%,0%,Cao,74,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa very sery 100ml,VND,10,0%,0%,Cao,100,,,,,,,,0,10,10,10,10,0,10,10,0,10,0,10
n??c hoa very sery night,VND,10,0%,?,Cao,75,,,,,,,,10,0,10,0,10,10,10,10,10,10,0,10
n??c hoa very sery n? 100ml,VND,170,21%,-35%,Cao,100,1179,3857,,,,,,210,210,260,170,170,110,170,320,210,140,110,170
n??c hoa very sery n? 50ml,VND,140,-22%,-82%,Cao,100,1053,2973,,,,,,320,260,260,170,90,70,70,70,50,90,110,70
n??c hoa very sexy night,VND,20,50%,-25%,Cao,96,273,2331,,,,,,20,30,30,20,10,20,10,10,20,20,20,30
n??c hoa very sexy now,VND,10,0%,-67%,Trung bình,62,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa very sexy n?,VND,10,200%,200%,Cao,100,1140,4409,,,,,,10,20,20,10,10,10,10,10,10,10,20,30
n??c hoa very sexy sea,VND,10,0%,-67%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa very sexy ??,VND,30,-60%,-60%,Cao,99,1050,3282,,,,,,30,40,30,20,30,30,40,20,40,50,40,20
n??c hoa vic,VND,20,-50%,-67%,Cao,95,,,,,,,,10,30,20,20,20,20,20,10,30,20,20,10
n??c hoa victoria secret 50ml,VND,30,0%,-50%,Cao,94,,,,,,,,30,40,40,30,50,20,50,20,20,20,20,20
n??c hoa victoria secret angel,VND,40,25%,0%,Cao,96,,,,,,,,40,30,20,20,20,30,70,10,20,40,90,50
n??c hoa victoria secret bombshell chính hãng,VND,50,40%,-36%,Cao,100,972,2976,,,,,,70,70,70,50,70,40,40,50,50,50,30,70
n??c hoa victoria secret eau so party,VND,10,100%,100%,Cao,81,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,20
n??c hoa victoria secret love me 50ml,VND,10,?,0%,Cao,79,,,,,,,,0,10,10,10,0,10,0,0,0,0,10,10
n??c hoa victoria secret màu h?ng,VND,40,-71%,-50%,Cao,100,,,,,,,,40,70,50,40,50,40,40,30,30,70,20,20
n??c hoa victoria secret nam,VND,10,0%,-50%,Cao,71,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa victoria secret night,VND,10,100%,0%,Cao,97,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,20
n??c hoa victoria secret night 100ml,VND,10,?,0%,Cao,100,,,,,,,,10,10,0,0,0,10,0,0,0,0,0,10
n??c hoa victoria secret tease 100ml,VND,50,-93%,-75%,Cao,100,,,,,,,,50,50,50,70,30,20,20,20,70,140,20,10
n??c hoa victoria secret xách tay,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,10,0,0,0,0,0,10,0,0,0,0
n??c hoa victoria's secret bombshell,VND,390,0%,-19%,Cao,100,798,3343,,,,,,480,480,480,320,390,320,320,390,320,390,320,390
n??c hoa vietnam,VND,50,25%,0%,Cao,99,1398,8335,,,,,,50,70,40,30,50,30,40,50,40,40,50,50
n??c hoa viktor & rolf bon bon,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,0,0,10,0,0,0,0,10,0,0
n??c hoa viktor & rolf flowerbomb,VND,50,0%,-44%,Cao,94,319,2103,,,,,,50,50,50,50,50,40,30,40,30,50,50,50
n??c hoa viktor & rolf flowerbomb midnight,VND,10,?,?,Cao,100,,,,,,,,10,10,0,0,0,10,0,0,0,0,10,10
n??c hoa viktor & rolf flowerbomb mini,VND,10,0%,0%,Cao,75,,,,,,,,10,10,10,10,10,30,10,0,10,10,10,10
n??c hoa vilily 25ml,VND,10,?,?,Cao,93,,,,,,,,0,10,0,0,0,0,10,10,0,0,10,10
n??c hoa vilily collection,VND,10,0%,?,Cao,71,,,,,,,,10,0,10,10,10,10,10,10,10,10,0,10
n??c hoa vilily eau de parfum 25ml,VND,10,0%,0%,Cao,90,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,10
n??c hoa vince camuto giá bao nhi?u,VND,10,0%,0%,Cao,67,,,,,,,,10,10,10,0,10,10,10,10,0,10,10,10
n??c hoa vince camuto n?,VND,30,0%,0%,Cao,96,,,,,,,,50,30,70,30,20,20,30,30,20,20,10,20
n??c hoa vintage,VND,20,200%,50%,Cao,93,,,,,,,,20,40,30,20,20,10,10,20,30,10,30,30
n??c hoa vip 212 n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa viva la juicy gold couture,VND,10,0%,0%,Cao,99,,,,,,,,10,20,10,10,20,20,10,10,10,20,10,20
n??c hoa viva la juicy noir,VND,10,0%,100%,Cao,99,,,,,,,,10,10,10,10,10,10,20,10,10,20,10,20
n??c hoa viva la juicy rose,VND,20,-50%,-33%,Cao,100,,,,,,,,30,30,30,20,40,10,10,10,10,40,20,20
n??c hoa vi?t,VND,70,29%,0%,Cao,96,1234,6778,,,,,,50,90,50,30,70,50,50,90,90,70,50,90
n??c hoa vi?t ki?u,VND,30,33%,-20%,Cao,97,,,,,,,,30,30,30,40,50,20,30,30,40,30,30,40
n??c hoa vi?t ki?u hay dùng,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa vi?t nam chính hãng,VND,20,50%,-67%,Cao,91,496,6005,,,,,,30,20,50,20,40,10,10,20,30,20,20,30
n??c hoa vi?t nam dành cho nam,VND,10,100%,-33%,Cao,89,,,,,,,,20,10,20,10,10,10,10,10,10,10,20,20
n??c hoa vi?t nam morra,VND,10,0%,-67%,Cao,100,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,10
n??c hoa vi?t nam nào t?t,VND,10,100%,100%,Cao,100,170,1538,,,,,,10,20,10,10,10,10,10,10,10,10,10,20
n??c hoa vi?t nam n?i ti?ng,VND,30,133%,75%,Cao,98,,,,,,,,30,30,30,40,30,20,20,40,30,30,30,70
n??c hoa vi?t nam s?n xu?t,VND,50,0%,0%,Cao,97,227,7964,,,,,,70,70,70,50,50,30,50,50,50,70,70,70
n??c hoa vi?t nam xu?t kh?u,VND,10,?,?,Cao,100,,,,,,,,0,0,0,10,0,0,0,0,10,0,0,10
n??c hoa vk,VND,30,-25%,0%,Trung bình,66,,,,,,,,30,30,30,30,30,30,40,50,40,40,40,30
n??c hoa volare,VND,10,0%,-50%,Trung bình,52,,,,,,,,10,30,10,20,10,10,10,10,10,10,10,10
n??c hoa vua hàng hi?u,VND,90,0%,0%,Cao,100,1816,9523,,,,,,90,110,140,70,70,70,70,70,110,90,90,90
n??c hoa váy ?en,VND,10,0%,-50%,Cao,100,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa véace ??,VND,0,0%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
n??c hoa vùng kín cho n?,VND,20,0%,-67%,Cao,99,1133,2687,,,,,,20,30,30,10,20,10,20,10,10,10,10,10
n??c hoa vùng kín foellie màu h?ng,VND,10,0%,0%,Cao,85,,,,,,,,10,10,10,10,10,0,30,10,10,10,20,10
n??c hoa vùng kín nam n?,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,0,0,10,0,0,0,10,0,0
n??c hoa vùng kín n? chính hãng,VND,10,?,?,Cao,100,,,,,,,,10,10,10,0,10,10,0,0,10,0,10,10
n??c hoa vùng kín ph? n?,VND,10,-50%,0%,Cao,100,,,,,,,,10,10,20,10,10,10,10,10,10,20,10,10
n??c hoa v?n phòng n?,VND,10,0%,0%,Cao,100,168,1712,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa v? n? chân dài,VND,50,40%,-22%,Cao,100,1679,4163,,,,,,50,90,70,50,40,20,50,40,70,50,50,70
n??c hoa white diamond,VND,110,0%,-35%,Cao,100,244,2195,,,,,,170,140,110,90,110,90,90,140,110,110,110,110
n??c hoa white diamonds 100ml giá b?o nhi?u,VND,30,50%,200%,Cao,100,,,,,,,,0,30,30,30,30,30,30,30,20,20,40,30
n??c hoa white diamonds chính hãng,VND,30,-67%,-67%,Cao,100,,,,,,,,40,30,30,30,20,20,20,20,30,30,20,10
n??c hoa white diamonds elizabeth taylor,VND,30,-50%,0%,Cao,100,,,,,,,,70,40,20,10,20,70,10,20,20,20,20,10
n??c hoa white diamonds elizabeth taylor 30ml,VND,30,0%,-71%,Cao,100,,,,,,,,40,70,50,30,20,20,20,20,30,20,30,20
n??c hoa wild,VND,10,0%,-50%,Cao,96,,,,,,,,10,10,10,10,10,10,10,10,10,10,20,10
n??c hoa wild bluebell,VND,20,-67%,-67%,Cao,100,,,,,,,,20,40,30,10,20,20,20,20,10,30,20,10
n??c hoa wish chopard,VND,30,200%,0%,Cao,99,,,,,,,,40,40,50,20,10,20,30,30,30,10,20,30
n??c hoa wish chopard 75ml,VND,10,0%,0%,Cao,87,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa woman,VND,50,0%,-20%,Cao,100,885,2291,,,,,,50,70,90,40,50,70,50,30,40,40,50,40
n??c hoa women secret,VND,30,0%,-73%,Cao,97,,,,,,,,30,10,50,30,20,30,20,20,30,30,30,30
n??c hoa xmen for boss chính hãng,VND,10,0%,-67%,Cao,100,,,,,,,,10,10,30,30,10,10,10,10,10,10,10,10
n??c hoa xs,VND,170,0%,-35%,Cao,97,387,1950,,,,,,260,260,210,140,140,90,110,140,140,170,170,170
n??c hoa x? h??ng cho n?,VND,10,0%,-50%,Cao,86,,,,,,,,20,20,10,10,20,20,10,10,10,10,10,10
n??c hoa x?n cho n?,VND,40,-20%,-20%,Cao,100,419,3544,,,,,,40,30,40,30,10,20,40,40,50,50,30,40
n??c hoa x?t toàn thân cho n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa x?t toàn thân n?,VND,10,0%,0%,Trung bình,40,,,,,,,,10,10,0,0,10,0,10,0,10,10,10,10
n??c hoa yantao,VND,10,?,0%,Cao,100,,,,,,,,10,10,10,0,10,10,10,10,10,0,10,10
n??c hoa yantao chính hãng,VND,10,?,0%,Cao,100,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,10
n??c hoa you,VND,260,50%,-34%,Cao,100,282,2091,,,,,,480,390,320,210,210,170,210,260,210,260,320,390
n??c hoa ysl 50ml,VND,70,57%,57%,Cao,100,221,1679,,,,,,70,90,90,30,40,40,50,50,40,70,70,110
n??c hoa ysl 7.5 ml,VND,20,-67%,-67%,Cao,100,,,,,,,,20,20,30,10,20,10,10,20,30,30,20,10
n??c hoa ysl libre 100ml,VND,20,0%,-50%,Cao,97,164,2091,,,,,,10,10,20,10,20,30,10,10,10,10,20,10
n??c hoa ysl libre 150ml,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,20,10
n??c hoa ysl libre eau de toilette,VND,10,0%,0%,Cao,100,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa ysl libre edp,VND,480,23%,0%,Cao,100,392,2092,,,,,,720,880,590,390,390,390,390,320,260,390,390,480
n??c hoa ysl libre edp 90ml,VND,40,-55%,400%,Cao,89,262,1596,,,,,,30,50,30,30,20,20,30,20,50,110,40,50
n??c hoa ysl libre mini,VND,20,0%,400%,Cao,71,,,,,,,,30,40,20,10,20,10,10,20,20,50,10,50
n??c hoa ysl libre n?,VND,110,-18%,-47%,Cao,100,452,2093,,,,,,170,170,140,110,110,110,90,90,70,110,50,90
n??c hoa ysl mini,VND,70,0%,22%,Cao,100,376,2100,,,,,,70,90,90,50,50,50,50,50,70,110,110,110
n??c hoa ysl mon paris 30ml,VND,40,33%,0%,Cao,97,,,,,,,,50,50,50,20,40,30,30,30,20,30,20,40
n??c hoa ysl mon paris eau de parfum,VND,20,-67%,0%,Cao,100,,,,,,,,40,30,10,10,10,10,10,10,10,30,10,10
